club_name,league_id,club_id,country_id,season_id,league_level,league_name,country_name
Atlético Venezuela,VZ1C,30504,182,2015,First tier  -,torneo-clausura,Venezuela
CD Unión Comercio,PERC,31337,133,2015,First tier  -,torneo-descentralizado,Peru
CD Unión Comercio,PEDP,31337,133,2015,First tier  -,torneo-descentralizado-liguilla-a,Peru
Fortaleza FC,COLP,32041,83,2015,First tier  -,liga-aguila-i,Colombia
Fortaleza FC,COL1,32041,83,2015,First tier  -,liga-aguila-ii,Colombia
CSMS Iasi,RO1R,33966,140,2015,First tier  -,liga-1-relegation-group,Romania
CSMS Iasi,RO1,33966,140,2015,First tier  -,liga-1,Romania
CS Uruguay de Coronado,CRPD,35060,36,2015,First tier  -,primera-division-invierno,Costa Rica
CS Uruguay de Coronado,PDV1,35060,36,2015,First tier  -,primera-division-verano,Costa Rica
ACS Poli Timisoara,RO1,36590,140,2015,First tier  -,liga-1,Romania
ACS Poli Timisoara,RO1R,36590,140,2015,First tier  -,liga-1-relegation-group,Romania
Jaguares de Córdoba,COLP,39252,83,2015,First tier  -,liga-aguila-i,Colombia
Jaguares de Córdoba,COL1,39252,83,2015,First tier  -,liga-aguila-ii,Colombia
CS U Craiova,RO1,40812,140,2015,First tier  -,liga-1,Romania
CS U Craiova,RO1R,40812,140,2015,First tier  -,liga-1-relegation-group,Romania
FC Voluntari,RO1R,40843,140,2015,First tier  -,liga-1-relegation-group,Romania
FC Voluntari,RO1,40843,140,2015,First tier  -,liga-1,Romania
Deportivo JBL del Zulia,VZ1C,43159,182,2015,First tier  -,torneo-clausura,Venezuela
Deportivo JBL del Zulia,VZ1A,43159,182,2015,First tier  -,torneo-apertura,Venezuela
Comerciantes Unidos,PERC,47107,133,2015,First tier  -,torneo-descentralizado,Peru
Comerciantes Unidos,PEDI,47107,133,2015,First tier  -,torneo-descentralizado-liguilla-b,Peru
Defensor La Bocana,PEDP,51896,133,2015,First tier  -,torneo-descentralizado-liguilla-a,Peru
Defensor La Bocana,PERC,51896,133,2015,First tier  -,torneo-descentralizado,Peru
